STATION,Station_name,DATE,LATITUDE,LONGITUDE,ELEVATION,temperature,dew_point_temperature,station_level_pressure,wind_direction,wind_speed,relative_humidity,pres_wx_MW1,pres_wx_MW2,pres_wx_MW3,visibility,hour,month,day_of_year,dew_point_depression
INM00043335,PALAKKAD,1944-01-14 03:00:00,10.7667,76.65,97.0,23.9,21.7,,90.0,4.6,88.0,,,,20.0,3,1,14,2.1999999999999993
INM00043335,PALAKKAD,1944-01-14 11:00:00,10.7667,76.65,97.0,32.8,23.9,,90.0,2.6,,,,,,11,1,14,8.899999999999999
INM00043335,PALAKKAD,1944-01-14 12:00:00,10.7667,76.65,97.0,32.8,23.9,,90.0,2.6,59.0,,,,20.0,12,1,14,8.899999999999999
INM00043335,PALAKKAD,1944-01-15 02:00:00,10.7667,76.65,97.0,25.6,22.8,,90.0,2.6,,,,,,2,1,15,2.8000000000000007
INM00043335,PALAKKAD,1944-01-15 03:00:00,10.7667,76.65,97.0,25.6,22.8,,90.0,2.6,85.0,,,,20.0,3,1,15,2.8000000000000007
INM00043335,PALAKKAD,1944-01-16 02:00:00,10.7667,76.65,97.0,23.3,20.0,,90.0,4.6,,,,,,2,1,16,3.3000000000000007
INM00043335,PALAKKAD,1944-01-16 03:00:00,10.7667,76.65,97.0,23.3,20.0,,90.0,4.6,82.0,,,,20.0,3,1,16,3.3000000000000007
INM00043335,PALAKKAD,1944-01-16 11:00:00,10.7667,76.65,97.0,32.2,25.0,,90.0,2.6,,,,,,11,1,16,7.200000000000003
INM00043335,PALAKKAD,1944-01-16 12:00:00,10.7667,76.65,97.0,32.2,25.0,,90.0,2.6,66.0,,,,20.0,12,1,16,7.200000000000003
INM00043335,PALAKKAD,1944-01-17 02:00:00,10.7667,76.65,97.0,21.7,18.9,,90.0,2.6,,,,,,2,1,17,2.8000000000000007
INM00043335,PALAKKAD,1944-01-17 03:00:00,10.7667,76.65,97.0,21.7,18.9,,90.0,2.6,84.0,,,,20.0,3,1,17,2.8000000000000007
INM00043335,PALAKKAD,1944-01-17 11:00:00,10.7667,76.65,97.0,32.8,25.0,,90.0,2.6,,,,,,11,1,17,7.799999999999997
INM00043335,PALAKKAD,1944-01-17 12:00:00,10.7667,76.65,97.0,32.8,25.0,,90.0,2.6,64.0,,,,20.0,12,1,17,7.799999999999997
INM00043335,PALAKKAD,1944-01-18 02:00:00,10.7667,76.65,97.0,21.1,19.4,,140.0,2.6,,,,,,2,1,18,1.7000000000000028
INM00043335,PALAKKAD,1944-01-18 03:00:00,10.7667,76.65,97.0,21.1,19.4,,140.0,2.6,90.0,,,,20.0,3,1,18,1.7000000000000028
INM00043335,PALAKKAD,1944-01-18 11:00:00,10.7667,76.65,97.0,31.1,22.2,,290.0,6.7,,,,,,11,1,18,8.900000000000002
INM00043335,PALAKKAD,1944-01-18 12:00:00,10.7667,76.65,97.0,31.1,22.2,,290.0,6.7,59.0,,,,50.0,12,1,18,8.900000000000002
INM00043335,PALAKKAD,1944-01-19 02:00:00,10.7667,76.65,97.0,23.9,20.0,,140.0,2.6,,,,,,2,1,19,3.8999999999999986
INM00043335,PALAKKAD,1944-01-19 03:00:00,10.7667,76.65,97.0,23.9,20.0,,140.0,2.6,79.0,,,,20.0,3,1,19,3.8999999999999986
INM00043335,PALAKKAD,1944-01-19 11:00:00,10.7667,76.65,97.0,32.8,15.6,,50.0,4.6,,,,,,11,1,19,17.199999999999996
INM00043335,PALAKKAD,1944-01-19 12:00:00,10.7667,76.65,97.0,32.8,15.6,,50.0,4.6,35.0,,,,50.0,12,1,19,17.199999999999996
INM00043335,PALAKKAD,1944-01-20 02:00:00,10.7667,76.65,97.0,24.4,19.4,,90.0,2.6,,,,,,2,1,20,5.0
INM00043335,PALAKKAD,1944-01-20 03:00:00,10.7667,76.65,97.0,24.4,19.4,,90.0,2.6,74.0,,,,20.0,3,1,20,5.0
INM00043335,PALAKKAD,1944-01-20 11:00:00,10.7667,76.65,97.0,32.8,19.4,,140.0,4.6,,,,,,11,1,20,13.399999999999999
INM00043335,PALAKKAD,1944-01-20 12:00:00,10.7667,76.65,97.0,32.8,19.4,,140.0,4.6,45.0,,,,50.0,12,1,20,13.399999999999999
INM00043335,PALAKKAD,1944-01-21 02:00:00,10.7667,76.65,97.0,23.3,21.1,,90.0,2.6,,,,,,2,1,21,2.1999999999999993
INM00043335,PALAKKAD,1944-01-21 03:00:00,10.7667,76.65,97.0,23.3,21.1,,90.0,2.6,88.0,,,,20.0,3,1,21,2.1999999999999993
INM00043335,PALAKKAD,1944-01-21 11:00:00,10.7667,76.65,97.0,32.2,22.8,,90.0,4.6,,,,,,11,1,21,9.400000000000002
INM00043335,PALAKKAD,1944-01-21 12:00:00,10.7667,76.65,97.0,32.2,22.8,,90.0,4.6,58.0,,,,50.0,12,1,21,9.400000000000002
INM00043335,PALAKKAD,1944-01-22 02:00:00,10.7667,76.65,97.0,22.8,20.0,,90.0,4.6,,,,,,2,1,22,2.8000000000000007
INM00043335,PALAKKAD,1944-01-22 03:00:00,10.7667,76.65,97.0,22.8,20.0,,90.0,4.6,84.0,,,,20.0,3,1,22,2.8000000000000007
INM00043335,PALAKKAD,1944-01-22 11:00:00,10.7667,76.65,97.0,31.7,24.4,,90.0,4.6,,,,,,11,1,22,7.300000000000001
INM00043335,PALAKKAD,1944-01-22 12:00:00,10.7667,76.65,97.0,31.7,24.4,,90.0,4.6,65.0,,,,50.0,12,1,22,7.300000000000001
INM00043335,PALAKKAD,1944-01-23 02:00:00,10.7667,76.65,97.0,22.2,19.4,,90.0,4.6,,,,,,2,1,23,2.8000000000000007
INM00043335,PALAKKAD,1944-01-23 03:00:00,10.7667,76.65,97.0,22.2,19.4,,90.0,4.6,84.0,,,,20.0,3,1,23,2.8000000000000007
INM00043335,PALAKKAD,1944-01-23 11:00:00,10.7667,76.65,97.0,31.7,23.9,,90.0,4.6,,,,,,11,1,23,7.800000000000001
INM00043335,PALAKKAD,1944-01-23 12:00:00,10.7667,76.65,97.0,31.7,23.9,,90.0,4.6,63.0,,,,50.0,12,1,23,7.800000000000001
INM00043335,PALAKKAD,1944-01-24 02:00:00,10.7667,76.65,97.0,22.8,20.0,,90.0,4.6,,,,,,2,1,24,2.8000000000000007
INM00043335,PALAKKAD,1944-01-24 03:00:00,10.7667,76.65,97.0,22.8,20.0,,90.0,4.6,84.0,,,,20.0,3,1,24,2.8000000000000007
INM00043335,PALAKKAD,1944-01-24 11:00:00,10.7667,76.65,97.0,32.2,18.9,,90.0,4.6,,,,,,11,1,24,13.300000000000004
INM00043335,PALAKKAD,1944-01-24 12:00:00,10.7667,76.65,97.0,32.2,18.9,,90.0,4.6,45.0,,,,50.0,12,1,24,13.300000000000004
INM00043335,PALAKKAD,1944-01-25 02:00:00,10.7667,76.65,97.0,23.3,19.4,,90.0,4.6,,,,,,2,1,25,3.900000000000002
INM00043335,PALAKKAD,1944-01-25 03:00:00,10.7667,76.65,97.0,23.3,19.4,,90.0,4.6,79.0,,,,20.0,3,1,25,3.900000000000002
INM00043335,PALAKKAD,1944-01-25 11:00:00,10.7667,76.65,97.0,32.8,23.9,,90.0,2.6,,,,,,11,1,25,8.899999999999999
INM00043335,PALAKKAD,1944-01-25 12:00:00,10.7667,76.65,97.0,32.8,23.9,,90.0,2.6,59.0,,,,50.0,12,1,25,8.899999999999999
INM00043335,PALAKKAD,1944-01-26 02:00:00,10.7667,76.65,97.0,20.6,19.4,,140.0,2.6,,,,,,2,1,26,1.2000000000000028
INM00043335,PALAKKAD,1944-01-26 03:00:00,10.7667,76.65,97.0,20.6,19.4,,140.0,2.6,93.0,,,,20.0,3,1,26,1.2000000000000028
INM00043335,PALAKKAD,1944-01-26 11:00:00,10.7667,76.65,97.0,32.2,23.9,,90.0,2.6,,,,,,11,1,26,8.300000000000004
INM00043335,PALAKKAD,1944-01-26 12:00:00,10.7667,76.65,97.0,32.2,23.9,,90.0,2.6,62.0,,,,20.0,12,1,26,8.300000000000004
INM00043335,PALAKKAD,1944-01-27 02:00:00,10.7667,76.65,97.0,20.6,18.9,,0.0,0.0,,,,,,2,1,27,1.7000000000000028
INM00043335,PALAKKAD,1944-01-27 03:00:00,10.7667,76.65,97.0,20.6,18.9,,999.0,0.0,90.0,,,,20.0,3,1,27,1.7000000000000028
INM00043335,PALAKKAD,1944-01-27 11:00:00,10.7667,76.65,97.0,33.9,26.1,,0.0,0.0,,,,,,11,1,27,7.799999999999997
INM00043335,PALAKKAD,1944-01-27 12:00:00,10.7667,76.65,97.0,33.9,26.1,,999.0,0.0,64.0,,,,50.0,12,1,27,7.799999999999997
INM00043335,PALAKKAD,1944-01-28 02:00:00,10.7667,76.65,97.0,21.1,19.4,,0.0,0.0,,,,,,2,1,28,1.7000000000000028
INM00043335,PALAKKAD,1944-01-28 03:00:00,10.7667,76.65,97.0,21.1,19.4,,999.0,0.0,90.0,,,,20.0,3,1,28,1.7000000000000028
INM00043335,PALAKKAD,1944-01-28 11:00:00,10.7667,76.65,97.0,33.3,26.1,,0.0,0.0,,,,,,11,1,28,7.199999999999996
INM00043335,PALAKKAD,1944-01-28 12:00:00,10.7667,76.65,97.0,33.3,26.1,,999.0,0.0,66.0,,,,20.0,12,1,28,7.199999999999996
INM00043335,PALAKKAD,1944-01-29 02:00:00,10.7667,76.65,97.0,23.3,22.8,,90.0,2.6,,,,,,2,1,29,0.5
INM00043335,PALAKKAD,1944-01-29 03:00:00,10.7667,76.65,97.0,23.3,22.8,,90.0,2.6,97.0,,,,10.0,3,1,29,0.5
INM00043335,PALAKKAD,1944-01-29 11:00:00,10.7667,76.65,97.0,34.4,26.7,,320.0,2.6,,,,,,11,1,29,7.699999999999999
INM00043335,PALAKKAD,1944-01-29 12:00:00,10.7667,76.65,97.0,34.4,26.7,,320.0,2.6,64.0,,,,50.0,12,1,29,7.699999999999999
INM00043335,PALAKKAD,1944-01-30 02:00:00,10.7667,76.65,97.0,23.3,22.2,,0.0,0.0,,,,,,2,1,30,1.1000000000000014
INM00043335,PALAKKAD,1944-01-30 03:00:00,10.7667,76.65,97.0,23.3,22.2,,999.0,0.0,94.0,,,,10.0,3,1,30,1.1000000000000014
INM00043335,PALAKKAD,1944-01-30 11:00:00,10.7667,76.65,97.0,32.2,28.3,,270.0,4.6,,,,,,11,1,30,3.900000000000002
INM00043335,PALAKKAD,1944-01-30 12:00:00,10.7667,76.65,97.0,32.2,28.3,,270.0,4.6,80.0,,,,20.0,12,1,30,3.900000000000002
INM00043335,PALAKKAD,1944-01-31 02:00:00,10.7667,76.65,97.0,22.8,21.7,,,,,,,,,2,1,31,1.1000000000000014
INM00043335,PALAKKAD,1944-01-31 03:00:00,10.7667,76.65,97.0,22.8,21.7,,,,94.0,,,,10.0,3,1,31,1.1000000000000014
INM00043335,PALAKKAD,1944-01-31 11:00:00,10.7667,76.65,97.0,33.3,21.7,,320.0,4.6,,,,,,11,1,31,11.599999999999998
INM00043335,PALAKKAD,1944-01-31 12:00:00,10.7667,76.65,97.0,33.3,21.7,,320.0,4.6,51.0,,,,20.0,12,1,31,11.599999999999998
INM00043335,PALAKKAD,1944-02-01 02:00:00,10.7667,76.65,97.0,21.7,21.1,,0.0,0.0,,,,,,2,2,32,0.5999999999999979
INM00043335,PALAKKAD,1944-02-01 03:00:00,10.7667,76.65,97.0,21.7,21.1,,999.0,0.0,96.0,,,,20.0,3,2,32,0.5999999999999979
INM00043335,PALAKKAD,1944-02-01 11:00:00,10.7667,76.65,97.0,33.3,27.8,,0.0,0.0,,,,,,11,2,32,5.4999999999999964
INM00043335,PALAKKAD,1944-02-01 12:00:00,10.7667,76.65,97.0,33.3,27.8,,999.0,0.0,73.0,,,,20.0,12,2,32,5.4999999999999964
INM00043335,PALAKKAD,1944-02-02 02:00:00,10.7667,76.65,97.0,26.1,23.9,,90.0,2.6,,,,,,2,2,33,2.200000000000003
INM00043335,PALAKKAD,1944-02-02 03:00:00,10.7667,76.65,97.0,26.1,23.9,,90.0,2.6,88.0,,,,,3,2,33,2.200000000000003
INM00043335,PALAKKAD,1944-02-02 11:00:00,10.7667,76.65,97.0,35.0,28.9,,90.0,4.6,,,,,,11,2,33,6.100000000000001
INM00043335,PALAKKAD,1944-02-02 12:00:00,10.7667,76.65,97.0,35.0,28.9,,90.0,4.6,71.0,,,,50.0,12,2,33,6.100000000000001
INM00043335,PALAKKAD,1944-02-03 02:00:00,10.7667,76.65,97.0,25.0,22.8,,90.0,4.6,,,,,,2,2,34,2.1999999999999993
INM00043335,PALAKKAD,1944-02-03 03:00:00,10.7667,76.65,97.0,25.0,22.8,,90.0,4.6,88.0,,,,,3,2,34,2.1999999999999993
INM00043335,PALAKKAD,1944-02-03 11:00:00,10.7667,76.65,97.0,35.0,28.3,,90.0,2.6,,,,,,11,2,34,6.699999999999999
INM00043335,PALAKKAD,1944-02-03 12:00:00,10.7667,76.65,97.0,35.0,28.3,,90.0,2.6,68.0,,,,50.0,12,2,34,6.699999999999999
INM00043335,PALAKKAD,1944-02-04 02:00:00,10.7667,76.65,97.0,23.3,21.7,,90.0,2.6,,,,,,2,2,35,1.6000000000000014
INM00043335,PALAKKAD,1944-02-04 03:00:00,10.7667,76.65,97.0,23.3,21.7,,90.0,2.6,91.0,,,,,3,2,35,1.6000000000000014
INM00043335,PALAKKAD,1944-02-04 11:00:00,10.7667,76.65,97.0,35.6,27.8,,90.0,4.6,,,,,,11,2,35,7.800000000000001
INM00043335,PALAKKAD,1944-02-04 12:00:00,10.7667,76.65,97.0,35.6,27.8,,90.0,4.6,64.0,,,,50.0,12,2,35,7.800000000000001
INM00043335,PALAKKAD,1944-02-05 02:00:00,10.7667,76.65,97.0,23.9,20.6,,90.0,2.6,,,,,,2,2,36,3.299999999999997
INM00043335,PALAKKAD,1944-02-05 03:00:00,10.7667,76.65,97.0,23.9,20.6,,90.0,2.6,82.0,,,,,3,2,36,3.299999999999997
INM00043335,PALAKKAD,1944-02-05 11:00:00,10.7667,76.65,97.0,33.3,24.4,,90.0,4.6,,,,,,11,2,36,8.899999999999999
INM00043335,PALAKKAD,1944-02-05 12:00:00,10.7667,76.65,97.0,33.3,24.4,,90.0,4.6,60.0,,,,50.0,12,2,36,8.899999999999999
INM00043335,PALAKKAD,1944-02-06 02:00:00,10.7667,76.65,97.0,22.2,19.4,,0.0,0.0,,,,,,2,2,37,2.8000000000000007
INM00043335,PALAKKAD,1944-02-06 03:00:00,10.7667,76.65,97.0,22.2,19.4,,999.0,0.0,84.0,,,,10.0,3,2,37,2.8000000000000007
INM00043335,PALAKKAD,1944-02-06 11:00:00,10.7667,76.65,97.0,35.0,25.0,,90.0,4.6,,,,,,11,2,37,10.0
INM00043335,PALAKKAD,1944-02-06 12:00:00,10.7667,76.65,97.0,35.0,25.0,,90.0,4.6,56.0,,,,20.0,12,2,37,10.0
INM00043335,PALAKKAD,1944-02-07 02:00:00,10.7667,76.65,97.0,22.2,19.4,,0.0,0.0,,,,,,2,2,38,2.8000000000000007
INM00043335,PALAKKAD,1944-02-07 03:00:00,10.7667,76.65,97.0,22.2,19.4,,999.0,0.0,84.0,,,,20.0,3,2,38,2.8000000000000007
INM00043335,PALAKKAD,1944-02-07 11:00:00,10.7667,76.65,97.0,35.6,23.3,,90.0,2.6,,,,,,11,2,38,12.3
INM00043335,PALAKKAD,1944-02-07 12:00:00,10.7667,76.65,97.0,35.6,23.3,,90.0,2.6,49.0,,,,50.0,12,2,38,12.3
INM00043335,PALAKKAD,1944-02-08 02:00:00,10.7667,76.65,97.0,23.3,20.0,,90.0,4.6,,,,,,2,2,39,3.3000000000000007
INM00043335,PALAKKAD,1944-02-08 03:00:00,10.7667,76.65,97.0,23.3,20.0,,90.0,4.6,82.0,,,,20.0,3,2,39,3.3000000000000007
INM00043335,PALAKKAD,1944-02-08 11:00:00,10.7667,76.65,97.0,35.6,11.7,,90.0,2.6,,,,,,11,2,39,23.900000000000002
INM00043335,PALAKKAD,1944-02-08 12:00:00,10.7667,76.65,97.0,35.6,11.7,,90.0,2.6,23.0,,,,50.0,12,2,39,23.900000000000002
INM00043335,PALAKKAD,1944-02-09 02:00:00,10.7667,76.65,97.0,22.2,20.6,,90.0,2.6,,,,,,2,2,40,1.5999999999999979
INM00043335,PALAKKAD,1944-02-09 03:00:00,10.7667,76.65,97.0,22.2,20.6,,90.0,2.6,91.0,,,,10.0,3,2,40,1.5999999999999979
INM00043335,PALAKKAD,1944-02-09 11:00:00,10.7667,76.65,97.0,34.4,23.9,,90.0,4.6,,,,,,11,2,40,10.5
INM00043335,PALAKKAD,1944-02-09 12:00:00,10.7667,76.65,97.0,34.4,23.9,,90.0,4.6,54.0,,,,50.0,12,2,40,10.5
INM00043335,PALAKKAD,1944-02-10 02:00:00,10.7667,76.65,97.0,23.9,21.1,,90.0,2.6,,,,,,2,2,41,2.799999999999997
INM00043335,PALAKKAD,1944-02-10 03:00:00,10.7667,76.65,97.0,23.9,21.1,,90.0,2.6,84.0,,,,20.0,3,2,41,2.799999999999997
INM00043335,PALAKKAD,1944-02-10 11:00:00,10.7667,76.65,97.0,35.0,23.3,,0.0,0.0,,,,,,11,2,41,11.7
INM00043335,PALAKKAD,1944-02-10 12:00:00,10.7667,76.65,97.0,35.0,23.3,,999.0,0.0,51.0,,,,20.0,12,2,41,11.7
INM00043335,PALAKKAD,1944-02-11 02:00:00,10.7667,76.65,97.0,22.2,19.4,,90.0,2.6,,,,,,2,2,42,2.8000000000000007
INM00043335,PALAKKAD,1944-02-11 03:00:00,10.7667,76.65,97.0,22.2,19.4,,90.0,2.6,84.0,,,,20.0,3,2,42,2.8000000000000007
INM00043335,PALAKKAD,1944-02-11 11:00:00,10.7667,76.65,97.0,35.0,26.1,,0.0,0.0,,,,,,11,2,42,8.899999999999999
INM00043335,PALAKKAD,1944-02-11 12:00:00,10.7667,76.65,97.0,35.0,26.1,,999.0,0.0,60.0,,,,50.0,12,2,42,8.899999999999999
INM00043335,PALAKKAD,1944-02-12 02:00:00,10.7667,76.65,97.0,25.0,21.1,,90.0,2.6,,,,,,2,2,43,3.8999999999999986
INM00043335,PALAKKAD,1944-02-12 03:00:00,10.7667,76.65,97.0,25.0,21.1,,90.0,2.6,79.0,,,,20.0,3,2,43,3.8999999999999986
INM00043335,PALAKKAD,1944-02-12 11:00:00,10.7667,76.65,97.0,34.4,25.6,,90.0,2.6,,,,,,11,2,43,8.799999999999997
INM00043335,PALAKKAD,1944-02-12 12:00:00,10.7667,76.65,97.0,34.4,25.6,,90.0,2.6,60.0,,,,20.0,12,2,43,8.799999999999997
INM00043335,PALAKKAD,1944-02-13 02:00:00,10.7667,76.65,97.0,25.6,22.8,,,,,,,,,2,2,44,2.8000000000000007
INM00043335,PALAKKAD,1944-02-13 03:00:00,10.7667,76.65,97.0,25.6,22.8,,,,85.0,,,,20.0,3,2,44,2.8000000000000007
INM00043335,PALAKKAD,1944-02-13 11:00:00,10.7667,76.65,97.0,33.9,17.8,,0.0,0.0,,,,,,11,2,44,16.099999999999998
INM00043335,PALAKKAD,1944-02-13 12:00:00,10.7667,76.65,97.0,33.9,17.8,,999.0,0.0,38.0,,,,50.0,12,2,44,16.099999999999998
INM00043335,PALAKKAD,1944-02-14 02:00:00,10.7667,76.65,97.0,25.6,22.8,,90.0,2.6,,,,,,2,2,45,2.8000000000000007
INM00043335,PALAKKAD,1944-02-14 03:00:00,10.7667,76.65,97.0,25.6,22.8,,90.0,2.6,85.0,,,,20.0,3,2,45,2.8000000000000007
INM00043335,PALAKKAD,1944-02-14 11:00:00,10.7667,76.65,97.0,35.6,35.6,,0.0,0.0,,,,,,11,2,45,0.0
INM00043335,PALAKKAD,1944-02-14 12:00:00,10.7667,76.65,97.0,35.6,35.6,,999.0,0.0,100.0,,,,50.0,12,2,45,0.0
INM00043335,PALAKKAD,1944-02-15 02:00:00,10.7667,76.65,97.0,25.6,22.8,,90.0,6.7,,,,,,2,2,46,2.8000000000000007
INM00043335,PALAKKAD,1944-02-15 03:00:00,10.7667,76.65,97.0,25.6,22.8,,90.0,6.7,85.0,,,,20.0,3,2,46,2.8000000000000007
INM00043335,PALAKKAD,1944-02-15 11:00:00,10.7667,76.65,97.0,35.0,27.2,,90.0,4.6,,,,,,11,2,46,7.800000000000001
INM00043335,PALAKKAD,1944-02-15 12:00:00,10.7667,76.65,97.0,35.0,27.2,,90.0,4.6,64.0,,,,50.0,12,2,46,7.800000000000001
INM00043335,PALAKKAD,1944-02-16 02:00:00,10.7667,76.65,97.0,25.6,22.8,,90.0,9.3,,,,,,2,2,47,2.8000000000000007
INM00043335,PALAKKAD,1944-02-16 03:00:00,10.7667,76.65,97.0,25.6,22.8,,90.0,9.3,85.0,,,,20.0,3,2,47,2.8000000000000007
