DATE,Station_name,LATITUDE,LONGITUDE,ELEVATION,temperature,dew_point_temperature,dew_point_depression,relative_humidity,wind_speed,wind_direction,station_level_pressure,month,hour,fog,visibility
1944-01-23 12:00:00,PALAKKAD,10.7667,76.65,97.0,31.7,23.9,7.800000000000001,63.0,4.6,90.0,,1,12,0,50.0
1944-01-24 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,10.0,-10.6,20.6,22.0,1.0,50.0,,1,3,0,50.0
1944-01-24 03:00:00,PALAKKAD,10.7667,76.65,97.0,22.8,20.0,2.8000000000000007,84.0,4.6,90.0,,1,3,0,20.0
1944-01-24 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,15.6,-10.0,25.6,16.0,0.0,999.0,,1,12,0,20.0
1944-01-24 12:00:00,PALAKKAD,10.7667,76.65,97.0,32.2,18.9,13.300000000000004,45.0,4.6,90.0,,1,12,0,50.0
1944-01-25 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,11.1,-17.8,28.9,11.0,2.6,50.0,,1,3,0,50.0
1944-01-25 03:00:00,PALAKKAD,10.7667,76.65,97.0,23.3,19.4,3.900000000000002,79.0,4.6,90.0,,1,3,0,20.0
1944-01-25 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,15.0,4.4,10.6,49.0,1.0,50.0,,1,12,0,20.0
1944-01-25 12:00:00,PALAKKAD,10.7667,76.65,97.0,32.8,23.9,8.899999999999999,59.0,2.6,90.0,,1,12,0,50.0
1944-01-26 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,11.1,-17.8,28.9,11.0,1.0,90.0,,1,3,0,50.0
1944-01-26 03:00:00,PALAKKAD,10.7667,76.65,97.0,20.6,19.4,1.2000000000000028,93.0,2.6,140.0,,1,3,0,20.0
1944-01-26 12:00:00,PALAKKAD,10.7667,76.65,97.0,32.2,23.9,8.300000000000004,62.0,2.6,90.0,,1,12,0,20.0
1944-01-26 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,15.6,10.6,5.0,72.0,1.0,360.0,,1,12,0,20.0
1944-01-27 03:00:00,PALAKKAD,10.7667,76.65,97.0,20.6,18.9,1.7000000000000028,90.0,0.0,999.0,,1,3,0,20.0
1944-01-27 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,10.0,-17.2,27.2,13.0,2.6,340.0,,1,3,0,50.0
1944-01-27 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,16.1,8.3,7.800000000000001,60.0,1.0,90.0,,1,12,0,20.0
1944-01-27 12:00:00,PALAKKAD,10.7667,76.65,97.0,33.9,26.1,7.799999999999997,64.0,0.0,999.0,,1,12,0,50.0
1944-01-28 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,9.4,8.3,1.0999999999999996,93.0,2.6,140.0,,1,3,0,50.0
1944-01-28 03:00:00,PALAKKAD,10.7667,76.65,97.0,21.1,19.4,1.7000000000000028,90.0,0.0,999.0,,1,3,0,20.0
1944-01-28 12:00:00,PALAKKAD,10.7667,76.65,97.0,33.3,26.1,7.199999999999996,66.0,0.0,999.0,,1,12,0,20.0
1944-01-29 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,10.6,-0.6,11.2,46.0,1.0,50.0,,1,3,0,10.0
1944-01-29 03:00:00,PALAKKAD,10.7667,76.65,97.0,23.3,22.8,0.5,97.0,2.6,90.0,,1,3,0,10.0
1944-01-29 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,14.4,12.2,2.200000000000001,87.0,0.0,999.0,,1,12,0,4.0
1944-01-29 12:00:00,PALAKKAD,10.7667,76.65,97.0,34.4,26.7,7.699999999999999,64.0,2.6,320.0,,1,12,0,50.0
1944-01-30 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,11.7,8.3,3.3999999999999986,80.0,1.0,320.0,,1,3,0,20.0
1944-01-30 03:00:00,PALAKKAD,10.7667,76.65,97.0,23.3,22.2,1.1000000000000014,94.0,0.0,999.0,,1,3,0,10.0
1944-01-30 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,15.0,12.8,2.1999999999999993,87.0,1.0,320.0,,1,12,0,10.0
1944-01-30 12:00:00,PALAKKAD,10.7667,76.65,97.0,32.2,28.3,3.900000000000002,80.0,4.6,270.0,,1,12,0,20.0
1944-01-31 03:00:00,PALAKKAD,10.7667,76.65,97.0,22.8,21.7,1.1000000000000014,94.0,,,,1,3,0,10.0
1944-01-31 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,10.6,10.0,0.5999999999999996,96.0,1.0,360.0,,1,3,0,10.0
1944-01-31 12:00:00,PALAKKAD,10.7667,76.65,97.0,33.3,21.7,11.599999999999998,51.0,4.6,320.0,,1,12,0,20.0
1944-01-31 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,14.4,12.2,2.200000000000001,87.0,0.0,999.0,,1,12,0,10.0
1944-02-01 03:00:00,PALAKKAD,10.7667,76.65,97.0,21.7,21.1,0.5999999999999979,96.0,0.0,999.0,,2,3,0,20.0
1944-02-01 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,11.1,8.3,2.799999999999999,83.0,1.0,50.0,,2,3,0,20.0
1944-02-01 12:00:00,PALAKKAD,10.7667,76.65,97.0,33.3,27.8,5.4999999999999964,73.0,0.0,999.0,,2,12,0,20.0
1944-02-01 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,13.9,11.7,2.200000000000001,87.0,1.0,320.0,,2,12,0,10.0
1944-02-02 03:00:00,PALAKKAD,10.7667,76.65,97.0,26.1,23.9,2.200000000000003,88.0,2.6,90.0,,2,3,0,
1944-02-02 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,10.6,10.0,0.5999999999999996,96.0,2.6,360.0,,2,3,0,10.0
1944-02-02 12:00:00,PALAKKAD,10.7667,76.65,97.0,35.0,28.9,6.100000000000001,71.0,4.6,90.0,,2,12,0,50.0
1944-02-02 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,13.9,10.6,3.3000000000000007,81.0,15.4,50.0,,2,12,0,10.0
1944-02-03 03:00:00,PALAKKAD,10.7667,76.65,97.0,25.0,22.8,2.1999999999999993,88.0,4.6,90.0,,2,3,0,
1944-02-03 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,10.6,-0.6,11.2,46.0,2.6,50.0,,2,3,0,50.0
1944-02-03 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,15.6,10.0,5.6,70.0,2.6,90.0,,2,12,0,20.0
1944-02-03 12:00:00,PALAKKAD,10.7667,76.65,97.0,35.0,28.3,6.699999999999999,68.0,2.6,90.0,,2,12,0,50.0
1944-02-04 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,10.6,-5.6,16.2,32.0,2.6,360.0,,2,3,0,20.0
1944-02-04 03:00:00,PALAKKAD,10.7667,76.65,97.0,23.3,21.7,1.6000000000000014,91.0,2.6,90.0,,2,3,0,
1944-02-04 12:00:00,PALAKKAD,10.7667,76.65,97.0,35.6,27.8,7.800000000000001,64.0,4.6,90.0,,2,12,0,50.0
1944-02-04 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,13.9,-2.2,16.1,33.0,4.6,50.0,,2,12,0,20.0
1944-02-05 03:00:00,PALAKKAD,10.7667,76.65,97.0,23.9,20.6,3.299999999999997,82.0,2.6,90.0,,2,3,0,
1944-02-05 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,10.0,0.0,10.0,50.0,6.7,50.0,,2,3,0,20.0
1944-02-05 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,14.4,0.0,14.4,38.0,4.6,50.0,,2,12,0,20.0
1944-02-05 12:00:00,PALAKKAD,10.7667,76.65,97.0,33.3,24.4,8.899999999999999,60.0,4.6,90.0,,2,12,0,50.0
1944-02-06 03:00:00,PALAKKAD,10.7667,76.65,97.0,22.2,19.4,2.8000000000000007,84.0,0.0,999.0,,2,3,0,10.0
1944-02-06 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,11.7,-5.0,16.7,31.0,6.7,50.0,,2,3,0,20.0
1944-02-06 12:00:00,PALAKKAD,10.7667,76.65,97.0,35.0,25.0,10.0,56.0,4.6,90.0,,2,12,0,20.0
1944-02-06 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,15.0,8.3,6.699999999999999,64.0,2.6,140.0,,2,12,0,20.0
1944-02-07 03:00:00,PALAKKAD,10.7667,76.65,97.0,22.2,19.4,2.8000000000000007,84.0,0.0,999.0,,2,3,0,20.0
1944-02-07 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,8.9,-2.2,11.100000000000001,46.0,4.6,90.0,,2,3,0,50.0
1944-02-07 12:00:00,PALAKKAD,10.7667,76.65,97.0,35.6,23.3,12.3,49.0,2.6,90.0,,2,12,0,50.0
1944-02-07 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,15.6,5.0,10.6,50.0,2.6,110.0,,2,12,0,20.0
1944-02-08 03:00:00,PALAKKAD,10.7667,76.65,97.0,23.3,20.0,3.3000000000000007,82.0,4.6,90.0,,2,3,0,20.0
1944-02-08 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,10.6,-8.3,18.9,26.0,2.6,50.0,,2,3,0,20.0
1944-02-08 12:00:00,PALAKKAD,10.7667,76.65,97.0,35.6,11.7,23.900000000000002,23.0,2.6,90.0,,2,12,0,50.0
1944-02-09 03:00:00,PALAKKAD,10.7667,76.65,97.0,22.2,20.6,1.5999999999999979,91.0,2.6,90.0,,2,3,0,10.0
1944-02-09 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,9.4,-2.2,11.600000000000001,44.0,2.6,360.0,,2,3,0,20.0
1944-02-09 12:00:00,PALAKKAD,10.7667,76.65,97.0,34.4,23.9,10.5,54.0,4.6,90.0,,2,12,0,50.0
1944-02-09 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,15.0,11.1,3.9000000000000004,78.0,1.0,50.0,,2,12,0,20.0
1944-02-10 03:00:00,PALAKKAD,10.7667,76.65,97.0,23.9,21.1,2.799999999999997,84.0,2.6,90.0,,2,3,0,20.0
1944-02-10 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,11.1,4.4,6.699999999999999,64.0,1.0,360.0,,2,3,0,20.0
1944-02-10 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,14.4,11.1,3.3000000000000007,81.0,2.6,360.0,,2,12,0,10.0
1944-02-10 12:00:00,PALAKKAD,10.7667,76.65,97.0,35.0,23.3,11.7,51.0,0.0,999.0,,2,12,0,20.0
1944-02-11 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,8.9,7.2,1.7000000000000002,89.0,1.0,140.0,,2,3,0,20.0
1944-02-11 03:00:00,PALAKKAD,10.7667,76.65,97.0,22.2,19.4,2.8000000000000007,84.0,2.6,90.0,,2,3,0,20.0
1944-02-11 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,14.4,11.1,3.3000000000000007,81.0,1.0,180.0,,2,12,0,10.0
1944-02-11 12:00:00,PALAKKAD,10.7667,76.65,97.0,35.0,26.1,8.899999999999999,60.0,0.0,999.0,,2,12,0,50.0
1944-02-12 03:00:00,PALAKKAD,10.7667,76.65,97.0,25.0,21.1,3.8999999999999986,79.0,2.6,90.0,,2,3,0,20.0
1944-02-12 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,9.4,9.4,0.0,100.0,1.0,140.0,,2,3,0,0.2
1944-02-12 12:00:00,PALAKKAD,10.7667,76.65,97.0,34.4,25.6,8.799999999999997,60.0,2.6,90.0,,2,12,0,20.0
1944-02-12 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,13.9,10.6,3.3000000000000007,81.0,2.6,110.0,,2,12,0,10.0
1944-02-13 03:00:00,PALAKKAD,10.7667,76.65,97.0,25.6,22.8,2.8000000000000007,85.0,,,,2,3,0,20.0
1944-02-13 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,8.9,8.3,0.5999999999999996,96.0,2.6,140.0,,2,3,0,20.0
1944-02-13 12:00:00,PALAKKAD,10.7667,76.65,97.0,33.9,17.8,16.099999999999998,38.0,0.0,999.0,,2,12,0,50.0
1944-02-14 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,9.4,7.8,1.6000000000000005,90.0,2.6,50.0,,2,3,0,10.0
1944-02-14 03:00:00,PALAKKAD,10.7667,76.65,97.0,25.6,22.8,2.8000000000000007,85.0,2.6,90.0,,2,3,0,20.0
1944-02-14 12:00:00,PALAKKAD,10.7667,76.65,97.0,35.6,35.6,0.0,100.0,0.0,999.0,,2,12,0,50.0
1944-02-14 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,13.9,10.6,3.3000000000000007,81.0,0.0,999.0,,2,12,0,10.0
1944-02-15 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,10.0,0.0,10.0,50.0,2.6,50.0,,2,3,0,20.0
1944-02-15 03:00:00,PALAKKAD,10.7667,76.65,97.0,25.6,22.8,2.8000000000000007,85.0,6.7,90.0,,2,3,0,20.0
1944-02-15 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,12.2,10.6,1.5999999999999996,90.0,2.6,50.0,,2,12,0,10.0
1944-02-15 12:00:00,PALAKKAD,10.7667,76.65,97.0,35.0,27.2,7.800000000000001,64.0,4.6,90.0,,2,12,0,50.0
1944-02-16 03:00:00,PALAKKAD,10.7667,76.65,97.0,25.6,22.8,2.8000000000000007,85.0,9.3,90.0,,2,3,0,20.0
1944-02-16 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,8.9,4.4,4.5,74.0,2.6,90.0,,2,3,0,50.0
1944-02-16 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,11.7,9.4,2.299999999999999,86.0,1.0,90.0,,2,12,0,4.0
1944-02-16 12:00:00,PALAKKAD,10.7667,76.65,97.0,33.9,26.7,7.199999999999999,66.0,6.7,90.0,,2,12,0,20.0
1944-02-17 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,10.6,10.6,0.0,100.0,2.6,140.0,,2,3,0,0.05
1944-02-17 03:00:00,PALAKKAD,10.7667,76.65,97.0,25.6,22.8,2.8000000000000007,85.0,2.6,90.0,,2,3,0,10.0
1944-02-17 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,11.1,10.0,1.0999999999999996,93.0,2.6,140.0,,2,12,0,0.05
1944-02-17 12:00:00,PALAKKAD,10.7667,76.65,97.0,30.6,21.1,9.5,57.0,2.6,90.0,,2,12,0,10.0
1944-02-18 03:00:00,PALAKKAD,10.7667,76.65,97.0,26.1,21.7,4.400000000000002,77.0,2.6,90.0,,2,3,0,10.0
1944-02-18 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,9.4,5.0,4.4,74.0,6.7,140.0,,2,3,0,4.0
1944-02-18 12:00:00,PALAKKAD,10.7667,76.65,97.0,33.3,20.6,12.699999999999996,47.0,4.6,50.0,,2,12,0,10.0
1944-02-18 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,12.8,11.1,1.700000000000001,90.0,2.6,140.0,,2,12,0,0.2
1944-02-19 03:00:00,PALAKKAD,10.7667,76.65,97.0,26.7,23.9,2.8000000000000007,85.0,4.6,90.0,,2,3,0,10.0
1944-02-19 03:00:00,KODAIKANAL,10.2333,77.4667,2343.0,12.2,11.7,0.5,97.0,1.0,110.0,,2,3,0,20.0
1944-02-19 12:00:00,PALAKKAD,10.7667,76.65,97.0,32.8,19.4,13.399999999999999,45.0,0.0,999.0,,2,12,0,10.0
1944-02-19 12:00:00,KODAIKANAL,10.2333,77.4667,2343.0,13.3,12.8,0.5,97.0,0.0,999.0,,2,12,0,0.05
1944-02-20 03:00:00,PALAKKAD,10.7667,76.65,97.0,25.6,21.1,4.5,76.0,2.6,140.0,,2,3,0,10.0
1944-02-20 12:00:00,PALAKKAD,10.7667,76.65,97.0,22.8,21.7,1.1000000000000014,94.0,2.6,230.0,,2,12,0,10.0
